,BANANA,POBLANO,JALAPENO,GUAJILLO,CAYENNE,HABANERO,NAGA_VIPER,COLOR,AGE,SPICYNESS
2196,False,False,True,False,True,True,False,0.3294698737106047,2.5555251320304566,100.06243568620492
2197,False,False,True,False,False,False,False,0.5693933909028013,2.673700522293154,93.67412221210982
2198,False,False,False,False,False,True,False,0.2291301420426946,3.786773596770888,53.82497587974112
2199,False,False,True,False,False,False,False,0.9396707401947122,3.516756848911733,29.55567170292097
2200,False,False,False,False,False,True,False,0.20775217344976915,14.639211074885928,83.66164577266245
2201,False,False,True,False,False,True,False,0.43237076274922703,15.153598584651979,83.65023905501637
2202,False,False,True,False,True,False,False,0.5114105567411038,4.320903518874337,61.9522088640238
2203,False,False,False,False,True,False,False,0.27127466798304045,11.876476226243584,63.946483026274755
2204,False,False,True,False,True,False,False,0.5780187052003728,4.821475434478169,58.0877420163067
2205,False,False,False,True,False,False,False,0.296532768141323,3.429940576007188,37.817503516912055
2206,True,False,False,False,False,True,False,0.49495151078400074,2.6336030459672832,54.06497118094843
2207,False,False,False,True,False,False,False,0.49418271341827863,8.122486914231963,53.149820438261585
2208,True,False,False,False,False,False,False,0.7942592694912481,12.334944476563212,49.00309365321603
2209,True,True,True,False,False,False,False,0.8808757983432448,6.608194761644462,48.006433308251346
2210,False,False,True,False,True,False,False,0.5006144526115764,2.9260611058280754,58.4190273328113
2211,False,True,True,False,True,False,True,0.5247950138339713,6.793013857261653,103.15144818967116
2212,True,False,True,False,False,True,False,0.6472469648155766,7.292143459272453,103.855145747911
2213,False,False,True,False,False,True,False,0.5136283800826279,10.071572652203713,81.27087089539104
2214,True,False,False,False,False,False,False,0.7275878893061245,6.34283315068793,43.19017018500228
2215,True,False,False,False,False,False,False,0.832730507730183,1.3160845760958106,21.272082674523958
2216,True,True,False,False,False,False,False,0.8292698925964834,8.443079889389967,42.34779730427923
2217,False,True,True,False,True,False,False,0.5877884536897396,3.0995988533398715,56.14128732628903
2218,False,False,True,False,False,True,False,0.6434637529658859,7.87771710308672,83.57122925904973
2219,False,False,True,False,False,False,False,0.47339850927053345,3.6542108582593693,33.02802798956087
2220,False,False,True,False,True,False,False,0.4933253987707956,6.024120522593961,58.84588617837539
2221,False,True,True,False,False,False,True,0.6396494575286333,6.688202062083311,93.95987408347003
2222,False,False,False,False,True,False,False,0.1823880036058328,5.738109639105335,50.345634019967775
2223,False,True,False,False,False,False,False,0.9176977130731896,8.60238165451875,47.790153057375015
2224,False,False,True,False,False,False,False,0.7734498347651381,8.530800502814744,46.24126644030604
2225,True,False,True,False,False,True,False,0.6377797671100153,8.72355137010399,84.55285495526378
2226,True,True,True,False,False,False,False,0.871384221499579,5.055318860349658,43.25556775082693
2227,True,True,True,True,False,False,False,0.5902877116130346,4.112252286908636,52.95281692849289
2228,True,False,True,False,False,False,True,0.5631699240400815,1.5767560203200437,73.7948274215732
2229,False,False,False,False,False,True,False,0.14575243707506416,6.377831409062109,90.62537596331724
2230,False,False,False,True,False,False,True,0.19960686081419365,5.0475681444304685,83.28131643985326
2231,False,True,False,False,False,False,False,0.8590875599416309,5.920124653224637,36.3831853412146
2232,False,True,False,False,False,False,False,0.6972962478186983,10.380006334485973,67.01751215816134
2233,False,False,True,False,False,True,False,0.4622015416878155,3.914817007131326,69.49072651409054
2234,True,False,False,False,False,False,False,0.6486524852537557,2.378109186380176,41.401503544921724
2235,False,False,False,False,True,True,False,0.175971657855484,13.73961931818361,89.17355082896593
2236,True,False,True,False,False,False,False,0.8838591112656747,4.01477702011628,33.99634708295898
2237,False,False,False,False,True,True,False,0.24414206354669304,6.1798522738193284,81.82774577710413
2238,False,False,False,False,True,False,False,0.06796752666173968,10.274148916875372,60.27113393628694
2239,False,False,True,False,True,True,False,0.44298296574893586,7.587068197187382,106.88812764647628
2240,False,False,False,False,True,False,False,0.3272323164021698,3.95909897474207,41.83913697372085
2241,False,False,True,False,True,True,False,0.3449989298828739,4.214046832455798,83.0819200926299
2242,False,False,True,False,False,False,False,0.5368447792085311,8.507702711220155,50.37935051418508
2243,False,False,False,True,False,False,False,0.3452385159237746,1.8057062739516214,31.586169176556588
2244,False,False,True,False,False,True,False,0.4826316291465458,16.970996877051828,99.74444464612476
2245,False,False,False,False,True,True,False,0.20139312303468565,4.839470571590041,75.64022746482284
2246,False,False,False,False,True,True,False,0.18662332948849653,6.784432685568119,86.99386876329818
2247,False,False,True,False,False,True,False,0.4700406353411154,9.45552573177077,80.39199436791338
2248,False,False,True,False,False,False,False,0.764718793208824,3.087175055595645,32.99428052367439
2249,True,True,True,False,True,True,True,0.527714603454594,1.385809560430892,111.95208722611754
2250,False,False,False,False,True,False,False,0.18258581795845308,5.703563516795118,57.07277901841265
2251,False,False,False,False,True,False,False,0.1476061740388038,8.72178548877377,59.647162831620875
2252,False,True,True,False,False,False,False,0.9321164717926034,4.81692236900864,57.87725117278322
2253,False,False,True,False,False,False,False,0.7922373243466354,2.3198425011517667,26.338863025842794
2254,True,False,False,False,False,False,False,0.9379610583801236,12.403690251263198,43.50749233891269
2255,True,False,True,False,False,True,False,0.642051565605679,5.156842810788297,74.1828189186658
2256,False,True,True,False,True,False,False,0.6035816159917835,3.541251498528761,58.60156864479633
2257,True,True,False,False,False,True,False,0.6039927103194519,8.959342947756225,91.3928128424102
2258,True,False,True,False,True,False,False,0.6592958981110181,5.682476078820326,59.76923683316993
2259,False,False,True,False,False,False,False,0.8647251839052165,3.084369796316822,41.266019480088374
2260,False,True,False,False,True,True,False,0.42346635472362637,5.237528553465024,82.73530571474625
2261,False,False,True,False,False,True,False,0.4717501699739871,7.845177340160952,92.68107703785194
2262,False,True,True,True,False,False,False,0.6401284012538112,7.18476251955412,66.01513426646993
2263,True,False,True,False,True,True,False,0.5179895753238389,5.873409855959971,93.29871179369201
2264,False,False,False,False,True,False,False,0.09458985523886196,5.952985692618162,54.386992323210094
2265,False,False,True,True,False,False,False,0.47109662750273723,2.403168211816783,56.46565739373108
2266,False,False,True,False,True,False,False,0.43310691044894434,4.779503083551571,61.158994832178124
2267,False,False,False,True,False,False,False,0.018506413335089456,9.655043584617749,53.02958445949109
2268,False,True,True,False,False,False,False,0.7949028823966353,4.87550792578575,48.295211150089756
2269,False,False,False,False,True,True,False,0.18014246223185873,6.412254534958514,98.39621429035785
2270,False,False,True,False,True,False,False,0.48889973210734355,6.565173055146316,65.29634934303856
2271,True,True,False,False,True,False,False,0.6476236189966804,4.934549046351408,60.37857735362846
2272,True,False,True,False,True,False,False,0.629088008228143,7.030111527085215,65.62667410119101
2273,False,False,True,False,True,True,False,0.5036178627754876,5.369241462134061,93.65769135859412
2274,False,False,True,False,False,True,False,0.4504410345291873,3.6535586646908906,70.15558094353445
2275,True,False,True,False,False,False,False,0.8539408024117556,11.363240177619033,61.911302090313185
2276,True,True,False,True,False,True,False,0.4452069654271812,8.516640807025125,95.79508208471076
2277,False,False,True,False,False,False,False,0.9679839191209877,6.648752082303143,44.373269876037156
2278,True,False,True,False,False,True,False,0.5265074474073347,7.532540855941045,76.49563206919689
2279,False,False,True,False,True,False,False,0.49809785524845007,6.533748818886495,76.77008955523073
2280,False,False,True,False,True,False,False,0.3352413318459291,2.7250026852022757,51.44169153356855
2281,True,False,True,False,True,False,False,0.6672272133719864,5.414473372925054,60.06041187159746
2282,False,False,False,False,False,True,False,0.39275957760582486,7.167964317072314,63.36342337481227
2283,False,False,False,False,True,True,False,0.10695383409445676,4.510477368681808,164.0950742114404
2284,False,False,True,False,False,True,False,0.4713166401500312,5.827827411583829,68.7118793791637
2285,True,False,True,True,False,True,False,0.46359921422962674,4.397411862123693,113.97143990998632
2286,False,False,True,False,True,False,False,0.3567296481780788,4.161582886482154,54.16046696440797
2287,False,False,False,False,False,False,True,0.29472790816206174,2.739150578536558,62.194875448929636
2288,True,True,False,False,True,True,False,0.5045735903577294,4.656172821900577,83.3683887443072
2289,False,False,True,False,False,True,False,0.3135998308453092,3.8038067523912,70.5277843410636
2290,False,False,False,False,True,True,True,0.18525189840900805,10.560896607513435,141.29649325472892
2291,True,False,True,False,False,True,False,0.6798286588722062,7.892719267203904,74.53530001424788
2292,False,False,True,False,True,False,False,0.3442534895525166,1.5064892008352717,50.44000520653557
2293,True,False,False,False,False,False,False,0.6696853596426655,1.6107459886383375,23.185867200987616
2294,False,True,False,False,True,True,False,0.383886070779674,3.0965911919538485,77.19210324766568
2295,False,False,False,False,True,True,False,0.15255704488922878,4.318919911862048,92.39688536861723
2296,False,False,False,False,True,False,False,0.3126872575993612,5.793800858639378,78.471098152621
2297,False,False,False,True,False,False,False,0.1720354629977555,4.875999379797348,46.30666144644142
2298,False,False,True,False,False,False,False,0.908746288189332,6.360203207025994,50.214845043289294
2299,True,False,True,False,False,True,False,0.5178940767901993,5.4069695606855745,75.07112189502176
2300,False,False,False,False,True,True,False,0.15070638535085945,1.3585178111667036,74.86475650413298
2301,False,False,True,True,False,True,False,0.5281529485814271,8.470048778297413,111.76627351276319
2302,False,False,True,False,True,True,False,0.34803025391376635,6.284994331523909,95.53969874770695
2303,False,False,True,False,False,False,False,0.8401780377497071,9.655969428449605,48.210513821900996
2304,False,False,False,False,True,False,False,0.13015032490545428,5.234606231349947,48.92990432238159
2305,False,False,True,False,False,False,True,0.5499356310014087,15.37941390505884,95.82555961695873
2306,False,False,False,True,False,False,False,0.11554058010882094,9.456482229421573,51.96776189949646
2307,True,False,False,False,False,True,False,0.46820058443315554,4.203052944446665,60.40011821804288
2308,False,False,True,False,False,True,False,0.5570910680981132,1.597426007633762,52.92681039309196
2309,True,False,True,False,False,False,False,0.8881358459810824,2.071289649668052,49.73036643436167
2310,True,False,True,False,False,False,False,0.7097493775592372,7.520899027196954,51.47927534747062
2311,False,True,False,True,True,False,True,0.47454370349118297,6.77562222341662,113.33273059482086
2312,False,False,True,False,True,False,False,0.551878362550458,3.5235741037333894,54.09598002265386
2313,False,False,True,False,True,True,False,0.25963393663707895,7.77006651728175,104.46652741367542
2314,False,False,True,True,True,True,False,0.4085127006632907,2.291718698263756,86.28257747628395
2315,False,False,True,False,False,True,False,0.4788712409788529,1.9484720448469055,56.13506675641382
2316,False,False,True,False,True,False,False,0.7244626476501872,2.0168776856822106,49.03537115623986
2317,False,False,True,True,True,True,False,0.4082959836258127,5.787560097489628,95.15772600841726
2318,False,False,True,False,False,True,False,0.47541206289013593,7.681752344334263,96.49043908298486
2319,True,False,False,False,False,False,False,0.6578908474591139,8.695737390929304,35.76148769010433
2320,True,False,True,False,False,False,False,0.8004831094716924,6.620027746846247,49.52701346978977
2321,False,True,True,False,False,False,False,0.8420483660501383,3.611478254915235,39.09062408636786
2322,False,False,True,False,False,False,False,0.9352856442372094,4.874654811798626,37.38528644015795
2323,False,False,True,True,False,True,False,0.47780936464614804,6.213837940105388,111.82052016070429
2324,False,False,True,False,False,False,False,0.8755912392737812,5.395724920166659,39.35279583455489
2325,False,False,False,False,True,True,False,0.22470836792591609,8.199445067953967,96.63067716468748
2326,False,True,False,False,False,False,False,0.878098379071933,9.19762096966716,43.35607940874782
2327,True,True,True,False,False,True,False,0.5681527413839633,9.268974558976913,81.04511901942966
2328,False,False,False,False,False,True,False,0.12999950361112658,3.9889974585421046,55.382778737618096
2329,False,False,False,False,True,False,False,0.125877555269995,9.157199657252551,76.4614113189928
2330,False,False,True,False,True,True,False,0.4299952062276408,4.2061068034166835,86.68265204747176
2331,False,False,True,False,False,True,False,0.5992329967341765,10.362211524703328,79.05355412277653
2332,False,False,False,False,True,True,False,0.11630443100100997,2.918954048371524,82.52151440270282
2333,False,False,False,False,True,False,False,0.2043978779371747,3.6029060876174683,50.68881655555872
2334,False,False,True,False,True,False,False,0.43147811165497496,7.145398929075457,67.09965861368352
2335,False,True,True,False,False,False,True,0.5769426849503403,4.6407191760350015,86.51064750667628
2336,True,False,False,False,False,True,False,0.4346088251799838,11.410722677504957,71.09350857720406
2337,False,False,True,False,False,False,False,0.8381427398557786,8.05877705667096,60.466581765849305
2338,True,True,True,False,True,True,False,0.6217372457327025,6.083541614078147,110.89144536405011
2339,True,False,False,False,True,True,False,0.32046488707694976,4.016487231041688,75.843761886457
2340,False,False,False,False,False,True,False,0.4606827545034413,5.812313929455146,70.25950365806861
2341,False,False,True,False,False,True,False,0.52042563653091,7.449559292988344,78.56188230939657
2342,False,False,True,False,False,True,False,0.36398995009575896,2.433693002669392,70.61720368587459
2343,False,True,True,False,False,False,False,0.8407357109404717,3.9005781798765615,48.89215641772532
2344,False,False,True,True,False,False,False,0.4595337371807856,6.98862998978948,58.43273162474256
2345,False,False,False,False,True,True,False,0.14908677745518073,6.139187969582637,84.5202204794523
2346,True,False,False,False,False,False,False,0.88815478715143,5.317769961751228,53.223175393667844
2347,True,True,True,False,False,False,False,0.8385791363446974,7.54487451484667,61.550638956724015
2348,True,False,True,False,True,False,False,0.6361899026965512,10.652081817714649,78.85762841919119
2349,False,True,True,False,False,True,False,0.6323255561699354,11.688288527385417,98.7386031234154
2350,False,False,False,False,True,True,True,0.24074799210754283,2.810295125091967,109.85988940707541
2351,False,False,False,False,True,False,False,0.29335478998185344,9.499775438906818,57.60559915760607
2352,False,True,True,False,False,True,False,0.58749053798677,8.228885461374544,85.60617953845593
2353,False,False,True,False,True,True,False,0.2903462923254408,8.669894792623008,97.48929212936143
2354,False,False,True,False,False,False,False,0.8063383505959055,7.791058053284205,43.806499711242544
2355,True,False,False,False,True,False,False,0.5064656822148299,7.566420644060869,66.89730896992378
2356,False,False,True,False,False,False,False,0.8605682038345853,6.953531648285113,47.89191691639229
2357,True,False,True,False,False,False,False,0.5876715671637477,5.081608063987431,36.73201458480691
2358,False,False,False,False,False,True,False,0.1620920961501185,2.2834150038468164,56.99610996071006
2359,False,False,True,False,True,True,False,0.4393722284039238,5.234208656666937,92.6615540738493
2360,True,False,True,False,True,True,False,0.6658832829820849,6.314626740307706,92.929982819994
2361,False,False,False,False,True,False,False,0.16991114423733572,5.894202789501579,61.56742275712118
2362,False,True,True,False,True,False,False,0.7579760312584215,8.075213147825712,93.69382915960298
2363,False,True,False,False,True,False,False,0.4209143667824627,4.275673885312345,57.120897766033124
2364,True,True,False,False,False,True,False,0.6117739443758955,5.0657043007575115,68.07593088740491
2365,False,False,True,False,False,True,False,0.503146872501957,3.7590426995088206,68.15855981561783
2366,False,False,False,False,True,False,False,0.09607081217874705,2.967577737078944,65.32950426854833
2367,False,False,False,False,True,False,False,0.027106626519451973,6.153261885451654,73.99956680073387
2368,False,False,True,False,True,False,False,0.5125895487297611,5.661280102177519,80.23665268213193
2369,False,False,True,False,False,True,False,0.5641818189621476,5.4067252840541205,75.27336897303434
2370,True,False,False,False,True,True,False,0.4057528826617765,3.329227500475111,75.37762836414058
2371,False,True,False,True,True,True,False,0.36239335370835246,8.74382178107863,108.17663630967509
2372,False,False,False,False,True,False,False,0.1176992285934239,4.306901746673447,61.73392541358774
2373,False,False,False,True,True,False,False,0.2565541011806284,8.271650394594575,71.52523011955171
2374,False,False,True,False,False,True,False,0.48958927531776963,7.116237787803047,71.82695088210927
2375,False,False,True,False,False,True,False,0.5135339489756282,13.453462358394802,87.0662451412715
2376,True,True,True,True,False,False,False,0.6242498908442864,7.010698069035012,96.6410122408017
2377,False,False,False,False,True,False,False,0.1454593180358313,7.83612468216641,67.34175933800947
2378,False,False,False,True,True,False,False,0.14338647344335745,5.527462627416513,74.5263124126318
2379,True,True,False,True,True,False,False,0.5088266845345732,7.999034189658689,83.96033909635105
2380,False,False,True,True,False,False,False,0.6649382423967064,13.565511881000967,70.45125856343294
2381,False,False,True,False,False,False,False,0.8971656462948592,5.733560720487074,43.65274943325153
2382,False,True,True,False,False,False,False,0.8077573615287084,5.095980983894565,42.43718721088889
2383,False,False,False,False,False,False,True,0.17523391071986855,5.444355182995554,70.48202918495065
2384,True,False,False,False,False,False,False,0.6945261135274146,5.654642957759167,31.054286544259103
2385,False,False,False,False,True,True,False,0.22681503939101294,6.476135228260126,84.5764307946746
2386,False,False,False,False,True,False,False,0.14233578934011726,5.339402263844713,55.38798156370018
2387,False,False,False,True,False,False,False,0.32720003516872603,4.354521785827712,38.86190467386007
2388,True,False,True,False,False,True,False,0.42911609676692425,4.766309993715808,83.0097803253407
2389,False,False,True,False,False,True,False,0.46315071351036063,5.6582349801378475,79.84657783340545
2390,False,False,False,False,True,False,False,0.16485876861145451,4.924594024143454,59.29497308767534
2391,False,False,True,False,False,False,False,0.9019066502587761,10.314560608787488,46.98291977847387
2392,True,False,False,False,True,False,False,0.5620844628269509,6.010872978009348,58.982436089276746
2393,False,False,True,False,True,True,False,0.4752318297003262,11.41311052321103,102.89749253985738
2394,False,True,False,True,False,True,False,0.4784720347737819,3.470807779089087,73.80083442469166
2395,False,False,False,False,False,True,True,0.1648132113554772,3.714767295714006,94.92987080771024
2396,True,False,False,False,True,False,False,0.6805728813194679,4.269188917744755,50.03359345065509
2397,True,False,True,False,True,True,True,0.44367714845531675,3.6367589689515576,110.8497236798866
2398,False,True,False,False,False,False,False,0.7256633292594823,5.682805595216029,44.229682825709865
2399,False,True,True,False,False,True,False,0.5818618205944899,12.618356257969971,101.84762089290405
2400,False,False,True,False,False,True,True,0.3915054488916995,11.685182231639663,125.37194843733504
2401,False,False,False,False,False,True,False,0.14512917535300332,11.537584051325709,69.18107804484191
2402,False,False,True,False,False,False,False,0.884114246194411,12.303293820551689,54.83815944654958
2403,False,False,False,False,True,False,False,0.1400824017015763,6.315056731647809,71.02032899595957
2404,False,False,True,True,True,True,False,0.24233264646180802,10.220574128381863,118.81477285255387
2405,False,True,True,False,True,False,False,0.6702681388877293,3.5227750266646596,89.51984001142732
2406,True,False,False,False,False,False,False,0.8145949760593866,2.881383591030055,31.465823366333545
2407,False,False,True,False,False,False,False,0.6638227518069463,3.3716683714917552,28.891440726634876
2408,False,False,True,False,True,True,False,0.3405373447339166,4.948008072993002,90.8428192444791
2409,True,False,False,False,True,True,False,0.3749938014917645,6.303807587205168,131.45477845556474
2410,False,False,False,False,True,False,False,0.25993916295820213,4.745816557989922,125.8455380462597
2411,True,True,True,False,True,False,False,0.6271539389052757,7.308665164063443,69.04921874428571
2412,False,True,False,False,False,False,False,0.693646885692292,3.350892756117859,27.79413102573502
2413,True,False,True,True,True,True,True,0.33980422816882605,4.835865674917302,126.53415431503169
2414,False,False,True,False,False,True,False,0.49926862135719874,3.082700542328493,64.67346356162382
2415,False,False,False,False,False,True,False,0.25713980277731685,9.079279505943216,81.29804912472173
2416,False,False,False,False,False,True,False,0.25985929020174064,4.133868129541368,56.12473908885299
2417,False,False,True,False,False,False,False,0.895768704533624,9.677932964384329,50.9221738301191
2418,False,False,False,False,False,True,False,0.03131224762048948,6.406324579051831,59.99687372105062
2419,False,True,False,False,False,False,False,0.6934322952029124,4.484553046563101,68.25100554561892
2420,False,True,False,False,False,False,False,0.7759386228574541,12.158045213328037,97.9551833307171
2421,True,False,False,False,False,False,False,0.7772186597874684,4.869399070110114,48.13939827466153
2422,True,False,False,False,True,False,False,0.48097177043320655,8.804592959574663,63.19721915666339
2423,False,False,True,True,False,False,False,0.6251620096447282,11.46778367291935,63.9916892869225
2424,True,False,False,False,False,False,False,0.7727870111809177,7.40509010466242,33.82803095433299
2425,False,False,False,True,False,False,False,0.2487835220594169,9.003599493269906,53.903772212040465
2426,True,False,True,False,True,False,False,0.7447834469587195,4.395521489115875,70.01410822053846
2427,False,False,True,False,False,True,True,0.4834931788038075,5.756799263125334,116.89211241180335
2428,False,False,True,False,False,True,False,0.49197529899527764,3.587899517156031,61.39072344258073
2429,True,False,False,False,False,False,False,0.7406707472777962,10.144036611772078,38.627037155793396
2430,True,False,True,False,False,True,False,0.6170823579952637,5.695712971751364,83.90027417886131
2431,True,True,True,False,False,True,True,0.6224701486517372,5.999857844081349,111.69979768462099
2432,False,True,True,False,True,False,False,0.5953713184434937,4.730600498301271,62.21452657667673
2433,False,False,False,False,True,False,False,0.46541665561252993,3.34988836922059,53.74948331296023
2434,True,False,False,False,True,True,False,0.377891013915836,2.0151381795860344,64.7804643182716
2435,False,False,False,False,True,False,False,0.2398381236848835,5.2117012429681475,50.10309539484143
2436,False,True,False,True,False,False,True,0.46726630910848077,5.183133303830967,111.19776928206525
2437,False,False,False,False,True,False,False,0.14529425074243105,3.2204878866745634,46.65952759181567
2438,True,True,True,True,False,False,False,0.6430603749997118,6.5768368880087555,69.8373282464373
2439,True,False,True,False,True,True,False,0.525324777304734,4.275019662606929,97.24314146220783
2440,True,False,False,False,False,False,False,0.8500957800526171,2.3331221662999067,28.694650680271405
2441,False,True,False,False,True,True,False,0.3921830323473721,1.7799130165777324,69.69286318023589
2442,False,False,True,False,False,False,False,0.8220612414600996,5.786418100862008,38.84055196703632
2443,False,False,True,False,False,False,False,0.7840588107672312,7.735437495783365,44.56945109074055
2444,False,False,True,False,False,False,False,0.38819422837421563,4.4584789760929695,33.5243296608942
2445,False,False,True,False,False,False,False,0.9317231861457871,10.027417434231351,54.148910819294414
2446,False,False,True,False,False,True,False,0.4638397540587134,2.789176004945469,96.78955353793197
2447,False,False,True,False,False,True,False,0.511806370548693,7.285009443267992,91.70800683222082
2448,False,False,True,False,False,False,False,0.8122133836218522,4.745591576374742,44.702109054604804
2449,True,False,True,True,False,True,False,0.4720117800414192,7.615529554231852,97.26030177462427
2450,False,False,True,False,False,False,False,0.9474645421509094,3.8145836307269447,30.992516886447525
2451,True,False,False,False,False,False,False,0.8796362996553198,4.8549271874845115,27.703962981052854
2452,False,False,False,False,True,False,False,0.25997318397614677,7.191336229299584,65.03336211064692
2453,False,False,True,False,True,False,False,0.5534781002286128,6.720321471649701,64.96390265491709
2454,True,False,True,False,False,False,False,0.8754245473056325,3.651949478535228,53.80003700989644
2455,False,False,False,False,False,True,False,0.09963011509123333,3.919760800698559,51.33947321551034
2456,False,False,False,True,False,False,False,0.11193896527881246,6.304568524677034,45.83126101033459
2457,True,False,False,False,False,False,False,0.7748176357385708,8.350982756714693,58.73867191226935
2458,False,False,True,False,True,False,True,0.39448057984815393,5.057694171421802,97.6829522668697
2459,True,False,False,False,True,True,False,0.4796399230380481,4.864376732256092,79.94301050237516
2460,False,False,True,True,False,True,False,0.4376061423924931,9.32485034621141,121.622979105962
2461,False,False,True,False,False,True,False,0.6048669666594342,6.187037240975831,81.16304654377953
2462,True,False,True,True,False,True,False,0.4378652894500774,6.231309781845908,88.32567895729153
2463,False,True,True,False,True,False,True,0.513655509225922,9.993109636262298,120.01411867809092
2464,False,False,True,False,False,True,False,0.5168855892825864,3.6303889109842085,60.13327411123193
2465,False,False,True,False,False,False,False,0.8842830967202213,5.67564595065611,45.49896202693006
2466,False,False,True,True,False,False,True,0.47015403178859394,6.976643903040069,108.94955651345417
2467,False,False,True,False,True,False,False,0.5074199823152505,3.428279092628811,57.686925701578154
2468,False,True,False,False,False,False,False,0.621383283453132,5.246792244297702,38.907906573038325
2469,True,False,True,False,False,True,False,0.6767097589609893,10.565443296246993,87.08262020982296
2470,False,False,True,False,True,False,True,0.45793802672857176,6.526525262295191,105.50562735957982
2471,False,True,False,False,False,True,False,0.5989445242279395,7.09473886834976,76.89999765297834
2472,False,True,False,False,True,False,False,0.5528705947517077,4.535062304098427,54.99773750534504
2473,False,True,True,False,False,True,False,0.5605359502479365,1.6576875486604288,65.2979846684953
2474,False,False,True,False,True,False,False,0.43393501801899104,3.7370886176198175,73.42549674888949
2475,False,True,True,False,False,False,False,0.9170968812576088,3.7392071040538855,47.31479298912471
2476,False,False,True,False,False,True,False,0.5426451325035091,4.385751310126192,78.06856883034582
2477,True,False,True,False,True,False,False,0.6759391070701443,3.590648558546659,58.69676615943709
2478,False,True,True,False,False,False,False,0.7200413294874641,3.170499573653838,39.06817548765835
2479,False,False,True,False,True,True,False,0.45860138305410136,4.837890607167204,93.78869573003414
2480,False,True,False,False,False,False,False,0.640640093745663,5.221264800339344,43.70257768958581
2481,False,False,True,False,True,False,False,0.46840568929641785,2.8537036634266473,57.20408950901542
2482,True,False,True,False,False,True,False,0.6572132112220335,4.5410652394277715,70.18118532690407
2483,False,False,False,False,False,False,True,0.1778290978293889,6.363168703288135,74.5914015451103
2484,False,True,True,False,False,False,True,0.6406570313280897,6.421169292344098,95.61688828986271
2485,False,False,True,False,False,False,True,0.4492629420336406,3.242165873250057,72.13889552069625
2486,False,False,True,False,False,False,False,0.8332876621834567,6.626864649553949,53.97748006234936
2487,True,False,True,True,True,False,True,0.4979398877787686,8.909459745243874,109.97293190634386
2488,False,False,True,False,True,True,False,0.3704773552065257,3.195673102241916,96.57620422432495
2489,False,False,True,False,True,True,False,0.45303160139596194,2.741882861038287,100.0220936262736
2490,False,False,True,True,False,False,False,0.42785076208624734,3.712859308742384,72.5977888351756
2491,False,True,False,False,False,False,False,0.8920131676115987,6.3375629645113785,66.75641526262618
2492,False,False,True,False,False,False,False,0.9293291854135391,4.623321380167797,37.292983050578634
2493,True,False,False,False,True,True,False,0.3609323243775943,4.790344863589452,84.97159856265161
2494,False,False,True,False,True,False,True,0.3320131404382985,4.180724431398221,105.78501064109119
2495,True,True,False,True,False,False,False,0.5738113853168406,3.318521927586441,41.65327580603403
2496,False,False,False,False,True,False,False,0.33081932095560396,5.595876674854905,52.01030229219374
2497,False,False,True,False,False,False,False,0.8353896559197049,7.214014183214319,42.50550619958245
2498,True,False,True,False,False,False,False,0.851906133325518,4.159984651496676,47.63225235948403
2499,False,False,False,False,True,False,False,0.1023584842650743,4.802009088083808,66.14593813359221
2500,False,False,False,False,False,True,False,0.2685879379755624,4.873762065944957,55.019143580658614
2501,False,False,False,True,False,False,False,0.19016457625143351,6.153506252144396,44.89469457352887
2502,False,False,True,False,False,True,False,0.6042353850719702,3.2652037148515505,70.76491556409894
2503,False,False,True,False,False,False,False,0.7449248144305665,2.6319194758028797,38.4514785048279
2504,False,False,False,False,True,False,False,0.0697762700241174,4.02274899288951,45.5871144960506
2505,False,False,False,False,False,True,False,0.1298558898436826,7.289428317406856,63.955301837476775
2506,False,False,True,False,True,True,False,0.3199220783485084,5.251991638181383,106.74659622534173
2507,False,False,False,False,True,False,False,0.12015080906363013,4.66878125662567,46.1869401942915
2508,False,True,True,False,False,False,True,0.6238086785737397,2.9124217194792705,76.52828518424846
2509,False,False,True,False,True,False,False,0.42172662664769417,7.422381678468703,90.64297251582218
2510,False,False,False,False,False,False,True,0.09251507209525837,11.12988110028149,87.51268601004651
2511,True,False,True,False,False,False,False,0.8996745905519759,5.297756725757506,40.28483284182778
2512,False,False,True,True,True,False,False,0.29788621032407,9.005478642710884,92.8218363444957
2513,False,False,False,False,False,True,False,0.18930954093968738,1.7305294176021522,90.30381003214612
2514,False,False,False,False,True,False,False,0.18739069861671293,2.522367207204357,36.60454049972437
2515,False,False,False,False,True,False,False,0.10268491183833477,5.936114257505571,71.17505279339724
2516,False,False,True,False,True,True,False,0.41637125706052514,3.229734448735676,81.68594929001365
2517,False,False,True,True,True,False,False,0.3881776566667438,5.759455911444899,80.12423853219111
2518,True,False,False,False,False,False,False,0.8335998954491899,8.666252783495418,55.6577104471604
2519,True,True,True,False,False,False,False,0.564092761539753,7.048583073580179,68.63707617483287
2520,True,False,False,False,True,True,False,0.3330593548867429,4.415395716739907,82.07041116903049
2521,False,False,False,False,True,False,False,0.2921963957379421,5.034970930109449,82.0667272123062
2522,True,True,True,False,False,True,False,0.6280717447886162,9.197109505108875,101.19256971858569
2523,False,True,False,False,True,False,False,0.45677133690473765,3.564293481898926,80.14897002254204
2524,False,False,False,False,False,True,False,0.25698325872637745,6.61478687244159,64.04256942731055
2525,True,True,True,False,False,False,False,0.7313151523139574,5.47544473954685,58.33070498876607
2526,False,True,True,False,True,False,False,0.6269998697488146,4.972637033892144,102.94318707996376
